Text,Generated Summary,ROUGE-1 Precision,ROUGE-1 Recall,ROUGE-1 F1,ROUGE-2 Precision,ROUGE-2 Recall,ROUGE-2 F1,ROUGE-L Precision,ROUGE-L Recall,ROUGE-L F1
dont know cactus tequila unique combination ingredient flavour hot sauce make one kind picked bottle trip brought back home u totally blown away realized simply couldnt find anywhere city bummedbr br magic internet case sauce ecstatic itbr br love hot saucei mean really love hot sauce dont want sauce tastelessly burn throat grab bottle tequila picante gourmet de inclan realize taste never want use saucebr br thank personal incredible service,Summary: love hot sauce,0.5,0.5,0.4999999950000001,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.5,0.5,0.4999999950000001
one boy needed lose weight didnt put food floor chubby guy proteinrich byproduct food higher skinny boy jump higher food sits going stale really go food chubby boy losing ounce week,Summary: healthy food,0.3333333333333333,0.16666666666666666,0.22222221777777784,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.22222221777777784
cat happily eating felidae platinum two year got new bag shape food different tried new food first put bowl bowl sit full kitty touch food ive noticed similar review related formula change past unfortunately need find new food cat eat,Summary: cat love,0.3333333333333333,0.25,0.2857142808163266,0.0,0.0,0.0,0.3333333333333333,0.25,0.2857142808163266
good flavor came securely packed fresh delicious love twizzlers,Summary: twizzlers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strawberry twizzlers guilty pleasure yummy six pound around son,"love
Summary: yummy",0.3333333333333333,0.3333333333333333,0.3333333283333334,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333283333334
daughter love twizzlers shipment six pound really hit spot exactly would expectsix package strawberry twizzlers,Summary: love twizzlers,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333283333334
love eating good watching tv looking movie sweet like transfer zip lock baggie stay fresh take time eating,Summary: great snack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satisfied twizzler purchase shared others enjoyed definitely ordering,Summary: great twizzler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twizzlers strawberry childhood favorite candy made lancaster pennsylvania candy inc one oldest confectionery firm united state subsidiary hershey company company established young smylie also make apple licorice twist green color blue raspberry licorice twist like allbr br keep dry cool place recommended put fridge according guinness book record longest licorice twist ever made measured foot weighted pound kg made candy inc recordbreaking twist became guinness world record july product kosher thank,"you
Summary: best candy ever",0.2,0.3333333333333333,0.24999999531250006,0.0,0.0,0.0,0.2,0.3333333333333333,0.24999999531250006
candy delivered fast purchased reasonable price home bound unable get store perfect,"condition
Summary: great product",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
husband twizzlers addict weve bought many time amazon government employee living overseas cant get country assigned theyve always fresh tasty packed well arrive timely manner,Summary: delicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bought husband currently overseas love apparently staff like alsobr generous amount twizzlers ounce bag well worth price hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack,Summary: twizzlers,0.5,1.0,0.6666666622222223,0.0,0.0,0.0,0.5,1.0,0.6666666622222223
remember buying candy kid quality hasnt dropped year still superb product wont disappointed,Summary: great product,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
love candy weight watcher cut back still craving,Summary: yummy candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lived u yr miss twizzlers go back visit someone visit always stock say yumbr sell mexico faithful buyer often im able buy right,Summary: yumbr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product received advertisedbr br hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack,br br hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag packbr br hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag packbr br hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br br hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br br hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br br hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br br hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br hrefhttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br srchttpwwwamazoncomgpproductbgvisjmtwizzlers strawberry ounce bag pack br hrefhttpwww,0.1111111111111111,0.5,0.18181817884297521,0.0,0.0,0.0,0.1111111111111111,0.5,0.18181817884297521
candy red flavor plan chewy would never buy,Summary: delicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glad amazon carried battery hard time finding elsewhere unique size need garage door openerbr great deal price,Summary: great price,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666616666668
got mum diabetic need watch sugar intake father simply chooses limit unnecessary sugar intake shes one sweet tooth loved toffee would never guess theyre sugarfree great eat pretty much guilt free impressed ive ordered w dark chocolate take office ill eat instead snacking sugary sweetsbr excellent,"product
Summary: great product",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dont know cactus tequila unique combination ingredient flavour hot sauce make one kind picked bottle trip brought back home u totally blown away realized simply couldnt find anywhere city bummedbr br magic internet case sauce ecstatic itbr br love hot saucei mean really love hot sauce dont want sauce tastelessly burn throat grab bottle tequila picante gourmet de inclan realize taste never want use saucebr br thank personal incredible service,Summary: love hot sauce,0.5,0.5,0.4999999950000001,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.5,0.5,0.4999999950000001
never huge coffee fan however mother purchased little machine talked trying latte macciato coffee shop better one like product usually noncoffee drinkerbr little dolche guesto machine super easy use prepares really good coffeelattecappuccinoetc le minute water heated would recommend dolce gusto anyone good price iam getting one,Summary: great coffee,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
offer great price great taste thanks amazon selling productbr br staral,"icious
Summary: staralicious",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccanns instant oatmeal great must oatmeal scrape together two three minute prepare escaping fact however even best instant oatmeal nowhere near good even store brand oatmeal requiring stovetop preparation still mccanns good get instant oatmeal even better organic allnatural brand tried variety mccanns variety pack taste good prepared microwave adding boiling water convenient extreme time issuebr br mccanns use actual cane sugar instead high fructose corn syrup helped decide buy product real sugar taste better harmful stuff one thing like though mccanns use thickener oat plus water plus heat make creamy tasty oatmeal without need guar gum convenience product maybe guar gum sitting bowl instant mccanns becomes thick gluey,Summary: best instant oatmeal,0.75,1.0,0.8571428522448981,0.6666666666666666,1.0,0.7999999952000001,0.75,1.0,0.8571428522448981
good instant oatmeal best oatmeal brand us cane sugar instead high fructouse corn syrup better sweetness doctor say form sugar better great cold morning dont time make mccanns steel cut oat apple cinnamon best maple brown sugar regular good plus dont require doctoring actually tell three flavor apart,Summary: best oatmeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instant oatmeal become soggy minute water hit bowl mccanns instant oatmeal hold texture excellent flavor good time mccanns regular oat meal excellent may take bit longer prepare time morning best instant brand ive ever eaten close second noninstant varietybr br mccanns instant irish oatmeal variety pack regular apple cinnamon maple brown sugar count box pack,pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccanns instant irish oatmeal variety pack regular apple cinnamon maple brown sugar count box pack br br im fan mccanns steelcut oat thought id give instant variety try found hardy meal sweet great folk like postbariatric surgery need food palatable easily digestible fiber wont make bloat,Summary: great oatmeal variety pack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u celiac disease product lifesaver could better getting almost half price grocery health food store love mccanns instant oatmeal flavorsbr br thanksbr abby,Summary: love mccanns,0.3333333333333333,0.25,0.2857142808163266,0.0,0.0,0.0,0.3333333333333333,0.25,0.2857142808163266
else need know oatmeal instant make half cup lowfat milk add raisinsnuke second expensive kroger store brand oatmeal maybe little tastier better texture something still oatmeal mmm convenient,Summary: good oatmeal,0.3333333333333333,1.0,0.4999999962500001,0.0,0.0,0.0,0.3333333333333333,1.0,0.4999999962500001
visiting friend nate morning coffee came storage room packet mccanns instant irish oatmeal suggested try use stash sometimes nate dose give chance say ended trying apple cinn found tastefull made water powdered milk go good oj coffee slice toast ready take worldor day least jerry reith,Summary: good oatmeal,0.3333333333333333,0.25,0.2857142808163266,0.0,0.0,0.0,0.3333333333333333,0.25,0.2857142808163266
ordered wife reccomended daughter almost every morning like flavor shes happy im happybr hrefhttpwwwamazoncomgpproductbeoqwmccanns instant irish oatmeal variety pack regular apple cinnamon maple brown sugar count box pack,pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack pack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
variety pack taste greatbr br every morning cent per meal dont understand everyone earth isnt buying stuff upbr br maple brown sugar terrific followed apple cinnamon followed regular dont get tired ole thing taste greatbr br boil water small pot empty packet bowl pour boiling water watch expand x sizebr br taste really good take minute preparebr br sure everyone earth isnt convenient healthy quick excellent quality extremely cheap,Summary: great product,0.3333333333333333,0.16666666666666666,0.22222221777777784,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.22222221777777784
mccanns make oatmeal every oatmeal connoisseur whether one like raw pellet state cook half hour sloth addled instant done microwave three minute good thats sure beauty instant variety available different flavor well regularbr variety pack allows different taste explored well giving chance experience difference mccanns wellknown oatmeal personally like mccanns cook thicker body top brand america apple cinnamon though tends little liquidy may want experiment amount water add watt microwave oatmeal cook one minute twentyseven second also watch get handle much time water usebr bad thing consider bad thing offering buy lot youll end six tencount box good whole family oatmealeaters youre single person alone well love oatmeal,Summary: mccanns oatmeal,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
mccanns oatmeal every morning ordering amazon able save almost per boxbr great product taste great healthy,Summary: great healthy oatmeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccanns oatmeal good quality choice favorite apple cinnamon find none overly sugary good hot breakfast minute excellent,Summary: great oatmeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
really like mccanns steel cut oat find dont cook oftenbr taste much better grocery store brand convenientbr anything keep eating oatmeal regularly good thing,Summary: mccanns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seems little wholesome supermarket brand somewhat mushy doesnt quite much flavor either didnt pas muster kid probably wont buy,"anymore
Summary: mushy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good oatmeal like apple cinnamon best though wouldnt follow direction package since always come soupy taste could since like oatmeal really thick add milk top,Summary: best oatmeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flavor good however see differce oaker oat brand mushy,"flavor
Summary: good oatmeal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
really like maple brown sugar flavor regular fine brown sugar added apple cinnamon flavor ok quick easy satisfying breakfast ill order brand variety ill get maple brown sugar,Summary: great brown sugar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
